# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  6 06:09:06 2024
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
hostname,st_teff,st_mass,st_lum,ra,dec,sy_dist,sy_bmag,sy_vmag
Kepler-391,5267.00,1.31,,290.6218844,51.0573453,869.2360000,14.0750000,13.1770000
Kepler-391,4938.00,1.14,,290.6218844,51.0573453,869.2360000,14.0750000,13.1770000
Kepler-391,5267.00,1.31,,290.6218844,51.0573453,869.2360000,14.0750000,13.1770000
Kepler-391,4938.00,1.14,,290.6218844,51.0573453,869.2360000,14.0750000,13.1770000
Kepler-391,5214.00,1.17,,290.6218844,51.0573453,869.2360000,14.0750000,13.1770000
Kepler-391,5267.00,1.31,,290.6218844,51.0573453,869.2360000,14.0750000,13.1770000
Kepler-391,5061.00,1.22,,290.6218844,51.0573453,869.2360000,14.0750000,13.1770000
Kepler-391,4980.00,,0.623,290.6218844,51.0573453,869.2360000,14.0750000,13.1770000
Kepler-391,5267.00,1.31,,290.6218844,51.0573453,869.2360000,14.0750000,13.1770000
Kepler-391,5267.00,1.31,,290.6218844,51.0573453,869.2360000,14.0750000,13.1770000
Kepler-391,5267.00,1.31,,290.6218844,51.0573453,869.2360000,14.0750000,13.1770000
Kepler-391,,,,290.6218844,51.0573453,869.2360000,14.0750000,13.1770000
Kepler-391,5061.00,,,290.6218844,51.0573453,869.2360000,14.0750000,13.1770000
Kepler-392,5767.00,0.91,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6001.00,1.07,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,5951.00,,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6214.00,,0.180,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6474.00,1.10,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6474.00,1.10,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6474.00,1.10,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6474.00,1.10,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6474.00,1.10,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,,,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,5767.00,0.91,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6482.00,1.23,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,5938.00,,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6474.00,1.10,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,,,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6026.51,1.12,0.195,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6474.00,1.10,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6474.00,1.10,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,5767.00,0.91,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6270.00,,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6474.00,1.10,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6270.00,,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,6270.00,1.13,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-392,,,,288.6608260,43.3681938,681.4280000,14.1120000,13.5280000
Kepler-393,6414.20,1.29,0.524,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6500.00,,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6500.00,,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,,,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6500.67,,0.504,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6735.00,1.31,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6735.00,1.31,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6330.00,,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6735.00,1.31,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6742.00,1.38,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6194.00,1.10,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6314.00,1.21,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6194.00,1.10,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,,,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6500.00,1.32,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6735.00,1.31,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6742.00,1.38,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6735.00,1.31,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6735.00,1.31,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6500.00,,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-393,6189.00,,,290.9952050,45.1921880,881.4040000,14.1070000,13.2580000
Kepler-394,6426.00,1.15,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,,,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6122.00,1.13,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,,,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6398.00,1.14,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6192.00,,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6402.00,,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6426.00,1.15,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6426.00,1.15,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6392.00,1.17,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,,,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,5774.67,,0.040,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6398.00,1.14,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6426.00,1.15,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6426.00,1.15,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6426.00,1.15,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6192.00,1.11,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6192.00,,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6192.00,,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6392.00,1.17,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6398.00,1.14,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6192.00,,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,5871.00,,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,5977.00,1.10,0.053,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6392.00,1.17,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6426.00,1.15,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6426.00,1.15,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-394,6426.00,1.15,,296.3019792,50.6723115,1058.7200000,15.3970000,14.9480000
Kepler-395,3765.00,0.53,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3765.00,0.53,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3900.00,,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3900.00,0.53,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3900.00,,-1.001,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,4050.00,0.55,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3915.00,0.61,-1.180,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3735.00,0.41,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,4262.00,,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3897.00,0.62,-1.064,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3931.00,0.58,-1.194,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,,,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3735.00,0.41,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3900.00,,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3976.00,0.59,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,4050.00,0.55,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3735.00,0.41,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,,,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3735.00,0.41,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3735.00,0.41,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3900.00,,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3735.00,0.41,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3765.00,,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-395,3735.00,0.41,,293.5111889,45.1366252,421.3820000,18.3000000,16.5919000
Kepler-396,5579.00,0.85,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,5579.00,0.85,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,5593.00,0.92,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,5579.00,0.85,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,,,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,5565.00,0.85,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,5651.00,0.97,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,5474.00,,-0.144,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,5579.00,0.85,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,5593.00,0.92,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,,0.85,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,5579.00,0.85,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,5384.00,,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,5509.61,,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,5565.00,0.85,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,5509.61,0.97,-0.135,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,5579.00,0.85,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,5656.00,,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-396,,,,296.1328135,48.9773095,223.7570000,12.4370000,12.2590000
Kepler-397,5307.00,0.78,,295.8940373,42.3805156,,16.1560000,16.3570000
Kepler-397,5114.00,0.74,,295.8940373,42.3805156,,16.1560000,16.3570000
Kepler-397,5307.00,,,295.8940373,42.3805156,,16.1560000,16.3570000
Kepler-397,5231.00,0.79,,295.8940373,42.3805156,,16.1560000,16.3570000
Kepler-397,,,,295.8940373,42.3805156,,16.1560000,16.3570000
Kepler-397,5299.00,0.84,,295.8940373,42.3805156,,16.1560000,16.3570000
Kepler-397,,,,295.8940373,42.3805156,,16.1560000,16.3570000
Kepler-397,5114.00,0.74,,295.8940373,42.3805156,,16.1560000,16.3570000
Kepler-397,5114.00,0.74,,295.8940373,42.3805156,,16.1560000,16.3570000
Kepler-397,5144.00,,,295.8940373,42.3805156,,16.1560000,16.3570000
Kepler-397,5114.00,0.74,,295.8940373,42.3805156,,16.1560000,16.3570000
Kepler-397,5114.00,0.74,,295.8940373,42.3805156,,16.1560000,16.3570000
Kepler-397,5114.00,0.74,,295.8940373,42.3805156,,16.1560000,16.3570000
Kepler-397,5299.00,0.84,,295.8940373,42.3805156,,16.1560000,16.3570000
Kepler-397,5307.00,0.78,,295.8940373,42.3805156,,16.1560000,16.3570000
Kepler-398,4494.00,0.70,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4476.00,0.65,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4494.00,0.70,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4577.00,0.72,-0.811,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4557.00,0.72,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4494.00,0.70,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4498.00,0.70,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4498.00,0.70,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4494.00,0.70,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4476.00,0.65,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4493.00,,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4556.00,,-0.821,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4346.00,,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4494.00,0.70,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,,,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4476.00,0.65,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4498.00,0.70,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4494.00,0.70,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4494.00,0.70,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4494.00,0.70,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4494.00,0.70,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,,,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,,,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-398,4493.00,,,291.4688524,40.3437001,177.3550000,14.7100000,13.4990000
Kepler-399,5500.00,0.71,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5500.00,0.71,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5500.00,0.71,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5500.00,0.71,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5500.00,0.71,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5682.00,0.94,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5500.00,0.71,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5467.00,0.90,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5613.00,0.93,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5192.20,,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5467.00,0.90,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,,,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5500.00,0.71,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5502.00,,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5613.00,0.93,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5326.00,,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5613.00,0.93,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,,,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5467.00,0.90,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,,,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5500.00,0.71,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-399,5500.00,0.71,,299.5017242,40.6707669,740.5370000,15.5600000,14.6860000
Kepler-4,5857.00,1.17,,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-4,5827.00,,,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-4,5781.00,1.09,,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-4,5858.00,1.12,,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-4,5772.00,,,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-4,5858.00,,,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-4,5795.00,1.10,,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-4,5697.70,,0.400,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-4,5781.00,1.09,,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-4,5871.00,1.11,,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-4,5701.00,,,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-4,5772.00,1.03,0.406,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-4,,,,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-4,5858.00,,,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-4,5781.00,1.09,,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-4,5857.00,1.22,0.354,285.6154492,50.1357712,487.9160000,13.2090000,12.2850000
Kepler-40,6490.00,1.52,,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,6510.00,1.42,,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,6490.00,1.52,,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,6490.00,1.52,,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,6127.00,,,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,6510.00,1.48,,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,6014.00,1.11,0.819,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,5857.25,,0.831,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,6127.00,,,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,6510.00,,,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,6354.00,1.49,,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,6510.00,1.46,,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,6490.00,1.52,,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,6510.00,1.46,,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,6127.00,,,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,6354.00,1.15,,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-40,,,,296.8136883,47.5265446,2305.0100000,15.2040000,14.6570000
Kepler-400,5839.00,,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,5915.11,,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,5409.00,,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,6099.00,1.07,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,5885.00,1.00,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,6062.00,1.03,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,6099.00,1.07,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,6099.00,1.07,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,6099.00,1.07,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,,,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,6062.00,1.03,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,5980.00,1.08,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,6099.00,1.07,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,6099.00,1.07,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,,,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,5886.00,,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-400,5885.00,1.00,,290.9444679,40.4800528,845.9700000,14.5830000,13.7620000
Kepler-401,6347.00,1.05,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6347.00,1.05,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6117.00,,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,5898.00,,0.548,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6347.00,1.05,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6184.00,1.17,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,,,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,,,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6347.00,1.05,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6132.00,1.16,0.566,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6347.00,1.05,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,,,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6116.00,,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6347.00,1.05,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6115.00,1.08,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6362.00,1.20,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6115.00,1.08,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6045.00,,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6115.00,1.08,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6362.00,1.20,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6347.00,1.05,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-401,6347.00,1.05,,290.0827494,50.8634361,965.5600000,13.8040000,13.3660000
Kepler-402,,,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,,,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6522.00,1.14,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6119.00,,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6052.00,1.01,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6223.39,1.20,0.203,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6522.00,1.14,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6522.00,1.14,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6522.00,1.14,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6522.00,1.14,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6522.00,1.14,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6052.00,1.01,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6522.00,1.14,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6052.00,1.01,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6199.00,1.15,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6534.00,1.21,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6318.50,,0.195,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6522.00,1.14,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,,,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,,,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6522.00,1.14,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6522.00,1.14,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6534.00,1.21,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6090.00,,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6522.00,1.14,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6522.00,1.14,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6534.00,1.21,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6522.00,1.14,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6052.00,1.01,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6522.00,1.14,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,,,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6534.00,1.21,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6522.00,1.14,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6052.00,1.01,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-402,6301.00,,,288.3701976,43.3546109,625.3390000,13.8840000,13.2700000
Kepler-403,,1.30,,289.9214256,46.7445267,840.2690000,13.4790000,12.8180000
