# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  6 05:46:58 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,pl_masse,pl_eqt,pl_orbincl,st_teff,st_lum,st_vsin,ra,dec,sy_dist,sy_bmag,sy_vmag
TOI-4010 c,,872,,4888.00,,,20.2148196,66.0722009,177.5040000,13.3810000,12.2910000
TOI-4010 d,,613,,4888.00,,,20.2148196,66.0722009,177.5040000,13.3810000,12.2910000
TOI-4010 d,38.15000,650,89.000,4960.00,,1.3000,20.2148196,66.0722009,177.5040000,13.3810000,12.2910000
TOI-4010 e,,174,,4960.00,,1.3000,20.2148196,66.0722009,177.5040000,13.3810000,12.2910000
TOI-406.01,,325,,3349.00,,,49.2626428,-42.2441492,31.0597000,15.2370000,13.7730000
TOI-406.01,,344,,3349.00,,,49.2626428,-42.2441492,31.0597000,15.2370000,13.7730000
TOI-4087 b,,1393,,6071.00,,,217.9257785,83.3727061,301.6760000,12.4420000,12.1070000
TOI-4087 b,232.01474,1458,87.820,6060.00,0.176,,217.9257785,83.3727061,301.6760000,12.4420000,12.1070000
TOI-411 b,13.71000,1241,,6169.00,,,54.8195380,-42.7630276,62.7792000,8.7920000,8.2700010
TOI-411 b,,1256,,6101.00,,,54.8195380,-42.7630276,62.7792000,8.7920000,8.2700010
TOI-411 b,,1378,88.300,6040.00,,,54.8195380,-42.7630276,62.7792000,8.7920000,8.2700010
TOI-411 c,,942,,6101.00,,,54.8195380,-42.7630276,62.7792000,8.7920000,8.2700010
TOI-411 c,9.72000,931,,6169.00,,,54.8195380,-42.7630276,62.7792000,8.7920000,8.2700010
TOI-411 c,,1033,88.570,6040.00,,,54.8195380,-42.7630276,62.7792000,8.7920000,8.2700010
TOI-4127 b,731.00534,605,89.300,6096.00,0.316,7.7000,105.4045516,72.4149297,319.6320000,12.0200000,11.4410000
TOI-4127 b,,272,,6433.00,,,105.4045516,72.4149297,319.6320000,12.0200000,11.4410000
TOI-4137 b,,1418,,6244.00,,,77.6128790,70.3910790,334.9930000,12.0650000,11.3100000
TOI-4137 b,457.67291,1570,85.700,6202.00,0.439,,77.6128790,70.3910790,334.9930000,12.0650000,11.3100000
TOI-4145 A b,,856,,5421.00,,,39.4297435,80.2673838,205.3870000,12.9390000,12.0840000
TOI-4145 A b,136.66622,1074,86.200,5281.00,-0.287,,39.4297435,80.2673838,205.3870000,12.9390000,12.0840000
TOI-4153 b,365.50267,1669,88.750,6860.00,0.713,9.4400,335.3934698,82.2160792,423.8400000,12.2890000,11.6010000
TOI-4153 b,,1505,,6411.00,,,335.3934698,82.2160792,423.8400000,12.2890000,11.6010000
TOI-4184 b,,382,,3147.00,,,43.8284749,-79.4147039,69.3649000,,17.1200000
TOI-4184 b,,412,89.430,3238.00,-2.264,,43.8284749,-79.4147039,69.3649000,,17.1200000
TOI-4201 b,816.81901,750,88.300,3926.00,-1.092,,90.4747237,-13.4613710,189.0110000,16.6960000,15.1630000
TOI-4201 b,825.00000,739,88.240,3920.00,-1.092,,90.4747237,-13.4613710,189.0110000,16.6960000,15.1630000
TOI-4201 b,788.21445,725,88.000,3794.00,-1.119,,90.4747237,-13.4613710,189.0110000,16.6960000,15.1630000
TOI-4201 b,,702,,3790.00,,,90.4747237,-13.4613710,189.0110000,16.6960000,15.1630000
TOI-421 b,,911,,5718.00,,,81.8532824,-14.2767404,74.7969000,10.7350000,9.9310000
TOI-421 b,7.17000,981,85.680,5325.00,,1.8000,81.8532824,-14.2767404,74.7969000,10.7350000,9.9310000
TOI-421 b,6.70000,922,,5291.00,,1.8000,81.8532824,-14.2767404,74.7969000,10.7350000,9.9310000
TOI-421 c,,,88.353,5325.00,,1.8000,81.8532824,-14.2767404,74.7969000,10.7350000,9.9310000
TOI-421 c,14.10000,635,,5291.00,,1.8000,81.8532824,-14.2767404,74.7969000,10.7350000,9.9310000
TOI-421 c,16.42000,674,88.353,5325.00,,1.8000,81.8532824,-14.2767404,74.7969000,10.7350000,9.9310000
TOI-421 c,,625,,5718.00,,,81.8532824,-14.2767404,74.7969000,10.7350000,9.9310000
TOI-4308 b,,759,,5015.00,,,327.7530693,-43.5623642,108.9320000,11.8640000,11.2510000
TOI-4308 b,,763,89.070,5243.00,,,327.7530693,-43.5623642,108.9320000,11.8640000,11.2510000
TOI-431 b,,,84.300,4850.00,,2.5000,83.2692502,-26.7238698,32.5686000,10.1040000,9.1200000
TOI-431 b,3.07000,1862,84.300,4850.00,,2.5000,83.2692502,-26.7238698,32.5686000,10.1040000,9.1200000
TOI-431 b,,1731,,4891.00,,,83.2692502,-26.7238698,32.5686000,10.1040000,9.1200000
TOI-431 c,,867,86.350,4850.00,,2.5000,83.2692502,-26.7238698,32.5686000,10.1040000,9.1200000
TOI-431 d,,589,,4891.00,,,83.2692502,-26.7238698,32.5686000,10.1040000,9.1200000
TOI-431 d,9.90000,633,89.700,4850.00,,2.5000,83.2692502,-26.7238698,32.5686000,10.1040000,9.1200000
TOI-431 d,,,89.700,4850.00,,2.5000,83.2692502,-26.7238698,32.5686000,10.1040000,9.1200000
TOI-4329 b,,2027,,5520.00,,,329.5639152,71.1316048,717.1280000,13.5740000,12.7240000
TOI-4329 b,143.02278,,,6000.00,,,329.5639152,71.1316048,717.1280000,13.5740000,12.7240000
TOI-4336 A b,,308,89.550,3298.00,-1.943,,206.1070129,-40.3373505,22.5455000,,13.6000000
TOI-4336 A b,,291,,3365.00,,,206.1070129,-40.3373505,22.5455000,,13.6000000
TOI-4342 b,,585,,3883.00,,,324.3894196,-77.9791468,61.5204000,14.0550000,12.6690000
TOI-4342 b,,634,89.130,3901.00,-1.127,,324.3894196,-77.9791468,61.5204000,14.0550000,12.6690000
TOI-4342 c,,509,89.630,3901.00,-1.127,,324.3894196,-77.9791468,61.5204000,14.0550000,12.6690000
TOI-4342 c,,470,,3883.00,,,324.3894196,-77.9791468,61.5204000,14.0550000,12.6690000
TOI-4377 b,304.16179,,80.300,4974.00,0.822,1.2600,164.9324709,-82.2213501,455.8200000,13.2450000,11.7070000
TOI-4377 b,,1162,,4913.00,,,164.9324709,-82.2213501,455.8200000,13.2450000,11.7070000
TOI-4379 b,353.74302,,,6020.00,0.637,5.9000,252.0478813,-32.4337532,645.1580000,13.3390000,12.6610000
TOI-4379 b,,1869,,6368.00,,,252.0478813,-32.4337532,645.1580000,13.3390000,12.6610000
TOI-4406 b,95.34852,904,88.480,6219.00,0.362,4.5000,18.0485164,-56.9253875,261.8340000,11.6130000,10.9370000
TOI-4406 b,,704,,5906.50,,,18.0485164,-56.9253875,261.8340000,11.6130000,10.9370000
TOI-4438 b,,393,,3353.00,,,270.3172389,35.5948992,30.0346000,15.2200000,13.6900000
TOI-4438 b,5.40000,435,89.340,3422.00,-1.768,2.0000,270.3172389,35.5948992,30.0346000,15.2200000,13.6900000
TOI-444 b,,609,89.647,5225.00,,,64.1839982,-26.7664071,57.3973000,10.6970000,9.8600000
TOI-444 b,,561,,5229.00,,,64.1839982,-26.7664071,57.3973000,10.6970000,9.8600000
TOI-4443.01,,1639,,5834.00,,,274.2686643,21.9095459,56.0739000,9.1200000,8.4930000
TOI-4443.01,,1499,,5834.00,,,274.2686643,21.9095459,56.0739000,9.1200000,8.4930000
TOI-4463 A b,,1421,,5541.00,,,279.3581286,18.7299522,173.1170000,11.6460000,11.0360000
TOI-4463 A b,252.35576,1395,83.820,5640.00,0.011,,279.3581286,18.7299522,173.1170000,11.6460000,11.0360000
TOI-4479 b,,782,,3449.00,,,316.0969388,24.6536739,80.6532000,,15.1800000
TOI-4479 b,,861,86.360,3400.00,-1.604,,316.0969388,24.6536739,80.6532000,,15.1800000
TOI-4495.01,,1383,,6156.00,,,286.3624951,37.0259902,132.2140000,10.1040000,9.5310000
TOI-4495.01,,1202,,6156.00,,,286.3624951,37.0259902,132.2140000,10.1040000,9.5310000
TOI-451 b,,1310,,5481.00,,,62.9663850,-37.9397300,123.7390000,11.6370000,10.9390000
TOI-451 b,,1491,88.200,5550.00,-0.189,7.9000,62.9663850,-37.9397300,123.7390000,11.6370000,10.9390000
TOI-451 c,,875,89.610,5550.00,-0.189,7.9000,62.9663850,-37.9397300,123.7390000,11.6370000,10.9390000
TOI-451 c,,769,,5481.00,,,62.9663850,-37.9397300,123.7390000,11.6370000,10.9390000
TOI-451 c,,,89.610,5550.00,-0.189,7.9000,62.9663850,-37.9397300,123.7390000,11.6370000,10.9390000
TOI-451 d,,722,89.250,5550.00,-0.189,7.9000,62.9663850,-37.9397300,123.7390000,11.6370000,10.9390000
TOI-451 d,,634,,5481.00,,,62.9663850,-37.9397300,123.7390000,11.6370000,10.9390000
TOI-451 d,,,89.250,5550.00,-0.189,7.9000,62.9663850,-37.9397300,123.7390000,11.6370000,10.9390000
TOI-4515 b,637.00000,705,87.954,5433.00,-0.236,3.4000,21.1861778,21.5130638,193.4990000,12.8670000,11.9380000
TOI-4515 b,,650,,5420.82,,,21.1861778,21.5130638,193.4990000,12.8670000,11.9380000
TOI-4527.01,,1247,,3702.00,,,19.4722574,5.4711996,18.1037000,12.3310000,10.9170000
TOI-4527.01,,1363,,3702.00,,,19.4722574,5.4711996,18.1037000,12.3310000,10.9170000
TOI-4551 b,,1655,,4956.00,,,184.9787579,-25.8278531,215.9860000,10.9830000,9.9730000
TOI-4551 b,473.56433,,86.900,4896.00,0.803,2.8400,184.9787579,-25.8278531,215.9860000,10.9830000,9.9730000
TOI-4559 b,,523,,3476.00,,,211.0135378,-30.0141252,31.6354000,14.6450000,13.1150000
TOI-4559 b,,554,88.640,3558.00,-1.693,,211.0135378,-30.0141252,31.6354000,14.6450000,13.1150000
TOI-4562 b,,341,,5965.99,,,112.0100593,-63.5177788,339.6050000,12.6940000,12.1400000
TOI-4562 b,732.00000,318,89.060,6096.00,,17.0000,112.0100593,-63.5177788,339.6050000,12.6940000,12.1400000
TOI-4562 b,,,89.150,6096.00,,17.0000,112.0100593,-63.5177788,339.6050000,12.6940000,12.1400000
TOI-4562 c,1833.86991,,90.000,6096.00,,17.0000,112.0100593,-63.5177788,339.6050000,12.6940000,12.1400000
TOI-4582 b,,615,,5234.00,,,256.8601374,68.8656263,383.8460000,12.0320000,11.2700000
TOI-4582 b,168.44906,,,5190.00,,2.7000,256.8601374,68.8656263,383.8460000,12.0320000,11.2700000
TOI-4600 b,959.84179,347,89.760,5170.00,-0.377,2.5000,258.4503674,64.5661727,216.0560000,13.4870000,12.5770000
TOI-4600 b,,344,,5073.00,,,258.4503674,64.5661727,216.0560000,13.4870000,12.5770000
TOI-4600 c,,673,,5073.00,,,258.4503674,64.5661727,216.0560000,13.4870000,12.5770000
TOI-4600 c,2946.26933,191,89.900,5170.00,-0.377,2.5000,258.4503674,64.5661727,216.0560000,13.4870000,12.5770000
TOI-4602.01,,1380,,6011.90,,,60.6003316,31.3298354,63.0637000,8.9280010,8.3200000
TOI-4602.01,,1366,,6011.90,,,60.6003316,31.3298354,63.0637000,8.9280010,8.3200000
TOI-4603 b,4096.80817,1677,80.210,6264.00,1.017,23.1800,83.8659288,21.2942417,225.6430000,9.8270000,9.2400000
TOI-4603 b,,1637,,6169.10,,,83.8659288,21.2942417,225.6430000,9.8270000,9.2400000
TOI-4633 c,,269,,5490.04,,,256.8431021,62.4755480,95.2016000,9.7670000,9.0170000
TOI-4633 c,123.00000,,89.888,5800.00,,4.3900,256.8431021,62.4755480,95.2016000,9.7670000,9.0170000
TOI-4641 b,1229.99594,,87.900,6560.00,0.695,86.3000,42.5582023,25.3335334,86.3501000,7.8950000,7.5100000
TOI-4641 b,,950,,6798.40,,,42.5582023,25.3335334,86.3501000,7.8950000,7.5100000
TOI-470 b,,660,,5418.00,,,94.0099043,-25.0314111,130.4600000,12.2470000,11.1710000
TOI-470 b,,660,89.527,5190.00,,,94.0099043,-25.0314111,130.4600000,12.2470000,11.1710000
TOI-4791 b,,1279,,5964.00,,,109.3883818,-19.8289392,328.8020000,11.8450000,11.5410000
TOI-4791 b,734.18362,1472,85.550,6058.00,0.380,,109.3883818,-19.8289392,328.8020000,11.8450000,11.5410000
TOI-480 b,,1225,,6212.63,,,88.3784618,-16.2653974,54.5306000,7.7730000,7.2800000
TOI-480 b,20.80000,1199,,6174.00,0.462,,88.3784618,-16.2653974,54.5306000,7.7730000,7.2800000
TOI-481 b,486.27990,1370,89.200,5735.00,0.435,4.5400,110.5126861,-57.3849980,179.3660000,10.7550000,9.9720000
TOI-481 b,,1111,,5760.00,,,110.5126861,-57.3849980,179.3660000,10.7550000,9.9720000
TOI-481 b,,,,5735.00,0.435,4.5400,110.5126861,-57.3849980,179.3660000,10.7550000,9.9720000
TOI-481 b,,,89.200,5735.00,0.435,4.5400,110.5126861,-57.3849980,179.3660000,10.7550000,9.9720000
TOI-4860 b,212.94503,624,88.870,3390.00,-1.836,,183.5639610,-13.1748411,80.1423000,,16.4700000
TOI-4860 b,,687,,3237.00,,,183.5639610,-13.1748411,80.1423000,,16.4700000
TOI-4860 b,86.70000,694,88.500,3260.00,,,183.5639610,-13.1748411,80.1423000,,16.4700000
TOI-4914 b,,574,,5809.90,,,204.5426717,-28.1429206,299.8900000,12.8710000,12.2350000
TOI-4914 b,227.00000,894,86.350,5805.00,0.009,2.4000,204.5426717,-28.1429206,299.8900000,12.8710000,12.2350000
TOI-500 b,1.42000,1617,82.090,4440.00,,1.1000,106.5590980,-47.5878156,47.3924000,11.6680000,10.5400000
TOI-500 b,,1577,,4590.00,,,106.5590980,-47.5878156,47.3924000,11.6680000,10.5400000
TOI-500 b,,1693,,4621.00,,,106.5590980,-47.5878156,47.3924000,11.6680000,10.5400000
TOI-500 c,,,,4440.00,,1.1000,106.5590980,-47.5878156,47.3924000,11.6680000,10.5400000
TOI-500 d,,,,4440.00,,1.1000,106.5590980,-47.5878156,47.3924000,11.6680000,10.5400000
TOI-500 e,,,,4440.00,,1.1000,106.5590980,-47.5878156,47.3924000,11.6680000,10.5400000
TOI-5076 b,16.00000,615,89.700,5070.00,-0.489,,50.5104166,17.2392094,82.8570000,11.8320000,10.9000000
TOI-5076 b,,527,,4794.40,,,50.5104166,17.2392094,82.8570000,11.8320000,10.9000000
TOI-5082.01,,1165,,5670.00,,,106.5695780,22.6831477,43.1406000,8.9630000,8.2500000
TOI-5082.01,,1113,,5670.00,,,106.5695780,22.6831477,43.1406000,8.9630000,8.2500000
TOI-5126 b,,1442,88.790,6150.00,0.299,,151.6597827,18.6340631,160.4140000,10.6930000,10.1410000
TOI-5126 b,,1247,,6223.00,,,151.6597827,18.6340631,160.4140000,10.6930000,10.1410000
TOI-5126 c,,971,89.230,6150.00,0.299,,151.6597827,18.6340631,160.4140000,10.6930000,10.1410000
TOI-5126 c,,824,,6223.00,,,151.6597827,18.6340631,160.4140000,10.6930000,10.1410000
TOI-5153 b,1036.12061,906,88.270,6300.00,,10.1000,91.5403204,-19.9534443,390.4840000,12.4590000,11.9320000
TOI-5153 b,,739,,6408.00,,,91.5403204,-19.9534443,390.4840000,12.4590000,11.9320000
TOI-5174 b,,808,,5643.77,,,174.1094967,-2.0233506,197.2430000,14.1100000,11.5830000
TOI-5174 b,,,,5643.77,0.039,,174.1094967,-2.0233506,197.2430000,14.1100000,11.5830000
TOI-519 b,4449.62000,760,88.900,3350.00,,,124.6067582,-19.6627918,115.5570000,17.8690000,17.3500000
TOI-519 b,147.15455,687,88.900,3322.00,-1.851,,124.6067582,-19.6627918,115.5570000,17.8690000,17.3500000
TOI-519 b,,691,,3225.00,,,124.6067582,-19.6627918,115.5570000,17.8690000,17.3500000
TOI-519 b,166.85991,754,88.190,3354.00,-1.836,,124.6067582,-19.6627918,115.5570000,17.8690000,17.3500000
TOI-5205 b,,653,,3262.00,,,313.7706819,24.3609770,86.4493000,16.6300000,15.8990000
TOI-5205 b,343.00000,737,88.210,3430.00,-1.712,2.0000,313.7706819,24.3609770,86.4493000,16.6300000,15.8990000
TOI-5218 b,,675,,3937.00,,,292.6634642,71.7629612,377.4830000,16.8520000,16.0440000
TOI-5218 b,657.00000,783,88.410,4230.00,-0.824,2.0000,292.6634642,71.7629612,377.4830000,16.8520000,16.0440000
TOI-5232 b,,1637,,6212.00,,,294.3374248,35.2764934,609.3880000,13.5590000,12.2460000
TOI-5232 b,743.71847,1772,88.300,6500.00,0.713,9.3900,294.3374248,35.2764934,609.3880000,13.5590000,12.2460000
TOI-5238 b,,,,5631.00,-0.023,,223.3588909,68.8594720,290.6460000,12.5980000,12.2140000
TOI-5238 b,,1042,,5430.50,,,223.3588909,68.8594720,290.6460000,12.5980000,12.2140000
TOI-5293 A b,,662,,3692.00,,,355.8286820,-2.0450945,162.2290000,17.2990000,16.1900000
TOI-5293 A b,170.40000,675,88.800,3586.00,,2.0000,355.8286820,-2.0450945,162.2290000,17.2990000,16.1900000
TOI-530 b,,,89.100,3659.00,-1.310,,103.4128333,12.8815784,148.7620000,16.7080000,15.4030000
TOI-530 b,,496,,3688.00,,,103.4128333,12.8815784,148.7620000,16.7080000,15.4030000
TOI-530 b,127.13136,565,89.100,3659.00,-1.310,,103.4128333,12.8815784,148.7620000,16.7080000,15.4030000
TOI-5301 b,,1268,,6418.00,,,12.9908008,13.0783712,629.1610000,12.0370000,11.7380000
TOI-5301 b,1182.32167,1648,83.300,6240.00,0.816,11.8000,12.9908008,13.0783712,629.1610000,12.0370000,11.7380000
TOI-5301 b,1160.07369,1655,83.100,6240.00,0.816,11.8000,12.9908008,13.0783712,629.1610000,12.0370000,11.7380000
TOI-5301 b,1080.61658,1682,82.000,6240.00,0.816,11.8000,12.9908008,13.0783712,629.1610000,12.0370000,11.7380000
TOI-532 b,,784,,3946.00,,,85.0800537,11.5626373,135.0470000,15.8560000,14.4130000
TOI-532 b,61.50000,867,88.080,3927.00,-1.095,2.0000,85.0800537,11.5626373,135.0470000,15.8560000,14.4130000
TOI-5344 b,135.00000,679,87.500,3770.00,-1.244,2.0000,63.2662165,20.9151568,138.3670000,16.8800000,15.4020000
TOI-5344 b,,536,,3575.00,,,63.2662165,20.9151568,138.3670000,16.8800000,15.4020000
TOI-5344 b,130.94530,689,87.150,3747.00,-1.213,,63.2662165,20.9151568,138.3670000,16.8800000,15.4020000
TOI-5388.01,,375,,3495.00,,,152.1765169,35.5475571,18.5226000,14.3900000,12.7280000
TOI-5388.01,,601,,3495.00,,,152.1765169,35.5475571,18.5226000,14.3900000,12.7280000
TOI-5398 b,,919,,6017.10,,,161.8795569,36.3294345,130.8550000,10.6940000,10.0590000
TOI-5398 b,,,,6017.10,0.117,,161.8795569,36.3294345,130.8550000,10.6940000,10.0590000
TOI-5398 b,58.70000,947,89.210,6000.00,,7.5000,161.8795569,36.3294345,130.8550000,10.6940000,10.0590000
TOI-5398 c,,1222,,6017.10,,,161.8795569,36.3294345,130.8550000,10.6940000,10.0590000
TOI-5398 c,11.80000,1242,88.400,6000.00,,7.5000,161.8795569,36.3294345,130.8550000,10.6940000,10.0590000
TOI-540 b,,550,,3042.00,,,76.3096949,-47.9375391,14.0022000,15.9600000,14.8230000
TOI-540 b,,611,86.800,3216.00,-2.461,13.5000,76.3096949,-47.9375391,14.0022000,15.9600000,14.8230000
TOI-540 b,,,,3216.00,-2.461,13.5000,76.3096949,-47.9375391,14.0022000,15.9600000,14.8230000
TOI-544 b,2.89000,999,,4169.00,,,82.2900716,-0.3428983,41.1166000,11.8890000,10.7770000
TOI-544 b,,1004,,4665.00,,,82.2900716,-0.3428983,41.1166000,11.8890000,10.7770000
TOI-544 b,,1082,,4369.00,,,82.2900716,-0.3428983,41.1166000,11.8890000,10.7770000
TOI-544 c,,,,4169.00,,,82.2900716,-0.3428983,41.1166000,11.8890000,10.7770000
TOI-5542 b,419.53350,441,89.643,5700.00,1.057,3.0300,302.7984228,-61.1354659,348.8490000,12.9180000,12.4200000
TOI-5542 b,,462,,5392.90,,,302.7984228,-61.1354659,348.8490000,12.9180000,12.4200000
TOI-558 b,1147.36055,1061,86.240,6466.00,0.547,7.8000,42.2915093,-58.0246828,402.6300000,11.9000000,11.2330000
TOI-558 b,,1013,,6025.80,,,42.2915093,-58.0246828,402.6300000,11.9000000,11.2330000
TOI-559 b,,1249,,5972.00,,,46.8186159,-31.1629951,233.2660000,11.6690000,11.0910000
TOI-559 b,1910.14873,1180,89.080,5925.00,0.227,4.0800,46.8186159,-31.1629951,233.2660000,11.6690000,11.0910000
TOI-561 b,1.59000,,87.000,5455.00,,2.0000,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 b,2.24000,,87.900,5326.00,-0.282,,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 b,3.00000,2135,,5342.00,-0.268,,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 b,,2262,,5391.00,,,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 b,2.00000,2310,87.200,5372.00,-0.273,2.0000,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 b,3.20000,2480,,5326.00,-0.282,,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 c,,,89.530,5455.00,,2.0000,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 c,,791,,5391.00,,,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 c,7.00000,860,,5326.00,-0.282,,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 c,6.90000,739,,5342.00,-0.268,,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 c,6.60000,,,5326.00,-0.282,,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 c,5.40000,,89.530,5455.00,,2.0000,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 c,5.39000,800,89.690,5372.00,-0.273,2.0000,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 d,11.95000,,89.540,5455.00,,2.0000,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 d,11.00000,553,,5342.00,-0.268,,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 d,13.20000,598,89.400,5372.00,-0.273,2.0000,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 d,,332,,5391.00,,,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 d,12.15000,,,5326.00,-0.282,,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 e,8.20000,,,5342.00,-0.268,,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 e,13.60000,,,5326.00,-0.282,,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 e,12.60000,415,89.800,5372.00,-0.273,2.0000,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-561 e,16.00000,,89.750,5455.00,,2.0000,148.1851516,6.2161030,85.7990000,10.9650000,10.2520000
TOI-5616 b,624.00000,939,88.130,3996.00,-0.993,3.0000,184.9016378,48.6832895,390.4150000,17.5220000,16.7400000
TOI-5616 b,,769,,3927.00,,,184.9016378,48.6832895,390.4150000,17.5220000,16.7400000
TOI-5634 A b,,788,,3770.00,,,175.6436366,20.9652921,306.1440000,17.8530000,16.8540000
TOI-5634 A b,588.00000,837,88.190,3896.00,-1.245,2.0000,175.6436366,20.9652921,306.1440000,17.8530000,16.8540000
TOI-564 b,,1574,,5752.00,,,130.2951535,-16.0363275,199.5810000,11.7890000,11.0970000
TOI-564 b,,,78.380,5640.00,0.033,,130.2951535,-16.0363275,199.5810000,11.7890000,11.0970000
TOI-564 b,464.98529,1714,78.380,5640.00,0.033,,130.2951535,-16.0363275,199.5810000,11.7890000,11.0970000
TOI-5678 b,,389,,5516.00,,,47.3841872,-34.1984808,165.3930000,12.0310000,11.4380000
TOI-5678 b,20.00000,513,89.830,5485.00,,3.1000,47.3841872,-34.1984808,165.3930000,12.0310000,11.4380000
TOI-5704 b,,853,,4590.00,,,169.8248694,44.9890782,89.6370000,13.1720000,11.5290000
TOI-5704 b,,949,88.940,4590.00,,,169.8248694,44.9890782,89.6370000,13.1720000,11.5290000
TOI-5720 b,,691,,3421.00,,,170.3135774,25.2732942,35.8256000,15.4690000,13.8470000
TOI-5720 b,4.30000,708,89.300,3325.00,-1.792,3.4000,170.3135774,25.2732942,35.8256000,15.4690000,13.8470000
TOI-5799 b,,487,,3521.00,,,301.6301790,15.9891418,27.8123000,14.8550000,13.2900000
TOI-5799 b,,518,88.670,3514.00,-1.830,,301.6301790,15.9891418,27.8123000,14.8550000,13.2900000
TOI-5803 b,,633,,5134.00,,,327.2487497,6.2781777,84.0126000,11.5160000,10.6550000
TOI-5803 b,,679,89.300,5134.00,,,327.2487497,6.2781777,84.0126000,11.5160000,10.6550000
TOI-6008 b,,649,,3098.00,,,310.4487344,49.6468992,23.1008000,,15.9700000
TOI-6008 b,4.00000,707,87.200,3075.00,-2.329,,310.4487344,49.6468992,23.1008000,,15.9700000
TOI-6029 b,,1484,,5852.00,,,8.3862555,61.8607659,603.1190000,13.2360000,12.8580000
TOI-6029 b,519.64945,,,6223.00,0.799,10.4000,8.3862555,61.8607659,603.1190000,13.2360000,12.8580000
TOI-6034 b,,662,,3628.00,,,317.9001392,68.4020762,117.9920000,17.0880000,15.1890000
TOI-6034 b,254.00000,714,87.060,3635.00,-1.403,2.0000,317.9001392,68.4020762,117.9920000,17.0880000,15.1890000
TOI-6086 b,,604,,3300.00,,,265.3704236,30.3037755,31.4566000,16.7840000,14.9810000
TOI-6086 b,,634,87.300,3200.00,-2.198,,265.3704236,30.3037755,31.4566000,16.7840000,14.9810000
TOI-615 b,,1682,,7437.00,,,133.4086892,-40.5437010,360.4080000,11.1110000,10.8250000
TOI-615 b,138.25536,1666,86.730,6850.00,0.768,16.3000,133.4086892,-40.5437010,360.4080000,11.1110000,10.8250000
TOI-620 b,,383,,3633.00,,,142.1734459,-12.1671652,33.0231000,13.6880000,12.2620000
TOI-620 b,,604,87.470,3708.00,-1.288,3.0000,142.1734459,-12.1671652,33.0231000,13.6880000,12.2620000
TOI-622 b,96.30201,1388,86.620,6400.00,0.474,19.0000,125.3050544,-46.4842959,123.2970000,9.4720000,8.9950000
TOI-622 b,,1274,,7056.00,,,125.3050544,-46.4842959,123.2970000,9.4720000,8.9950000
TOI-6255 b,1.44000,,74.400,3421.00,,,331.5031606,39.2988284,20.3167000,14.5320000,12.7470000
TOI-6255 b,,1256,,3423.00,,,331.5031606,39.2988284,20.3167000,14.5320000,12.7470000
TOI-628 b,,1586,,6174.00,,,99.2630608,1.7675497,178.6800000,10.6660000,10.1120000
TOI-628 b,2011.86390,1586,88.410,6250.00,0.394,6.9000,99.2630608,1.7675497,178.6800000,10.6660000,10.1120000
TOI-640 b,,1622,,6442.00,,,99.7345935,-36.6461300,341.9970000,11.0620000,10.5100000
TOI-640 b,,,82.540,6460.00,0.834,6.1000,99.7345935,-36.6461300,341.9970000,11.0620000,10.5100000
TOI-640 b,279.69040,1749,82.540,6460.00,0.834,6.1000,99.7345935,-36.6461300,341.9970000,11.0620000,10.5100000
TOI-654.01,,749,,3433.00,,,164.7245509,-5.5475446,57.7553000,,14.5400000
